spec_id,symbol,source_type,valid_from,valid_to_exclusive,payout_model,underlying,quote_currency,settlement_currency,margin_currency,multiplier_major,multiplier_currency,multiplier_raw,evidence_confidence,missing_fields,field_provenance,source_urls,data_source_commit,metadata_row_sha256,notes
DOTUSD-SNAPSHOT-8c8200098a0c,DOTUSD,BITMEX_INSTRUMENT_SNAPSHOT,2021-09-29T04:00:00Z,9999-12-31T00:00:00Z,QUANTO,DOT,USD,XBT,XBT,0.00001,XBT,1000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,8c8200098a0c505541173910bc60d0f041dcd15127832c2f2622244708239502,Current snapshot version generated locally without network access.
DOTUSDT-QUANTO-XBT-2021,DOTUSDT,CONFIGURED_HISTORICAL,2021-03-03T04:00:00Z,2021-10-13T12:00:00Z,QUANTO,,USDT,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,underlying,"{""execution_cross_check"": ""Legacy integer rounding gives modal ratio approximately 0.0001 XBT."", ""tick_size"": ""Official historical BitMEX listing table states a 0.0005 minimum price increment.""}",https://www.bitmex.com/blog/six-new-altcoin-perpetual-swaps-launching-on-bitmex-in-march;https://www.bitmex.com/blog/ada-bnb-doge-dot-and-fil-quanto-perpetuals-new-listing-and-early-settlement-of-contracts-due-to-naming-conventions,,,Old underlying is not exposed by the available announcement; null is intentional.
DOTUSDT-SNAPSHOT-0a1f1e3474af,DOTUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2022-01-12T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,DOT,USDT,USDT,USDT,0.001,DOT,1000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,0a1f1e3474afb851706857183687ad273bfa464cbcd6f894c7b001b4b9971031,Current snapshot version generated locally without network access.
DOTUSDTH21-SNAPSHOT-83c65e54dd36,DOTUSDTH21,BITMEX_INSTRUMENT_SNAPSHOT,2020-12-11T08:00:00Z,9999-12-31T00:00:00Z,QUANTO,DOT,USDT,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,83c65e54dd3684067f9de17bf39317252158dacd05f0c41f6afdbd4f73001c59,Current snapshot version generated locally without network access.
DOTUSDTZ20-SNAPSHOT-54014bc97b71,DOTUSDTZ20,BITMEX_INSTRUMENT_SNAPSHOT,2020-10-30T04:00:00Z,9999-12-31T00:00:00Z,QUANTO,DOT,USDT,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,54014bc97b71ceebd8bcb0035059c02c411db2625b6f121d6a213154171074c8,Current snapshot version generated locally without network access.
DUCKUSDT-SNAPSHOT-2de2548f90de,DUCKUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2025-01-23T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,DUCK,USDT,USDT,USDT,1,DUCK,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,2de2548f90de72c2f264609176a2daf10beafefba1848a0e81705cbcc0f82b8b,Current snapshot version generated locally without network access.
DYDXUSD-SNAPSHOT-06a7755abba1,DYDXUSD,BITMEX_INSTRUMENT_SNAPSHOT,2023-12-05T04:00:00Z,9999-12-31T00:00:00Z,QUANTO,DYDX,USD,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,06a7755abba16979ad026d8f51e598975a4484d76ece47b98da56997857be32b,Current snapshot version generated locally without network access.
DYMUSDT-SNAPSHOT-fb2620255c23,DYMUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2024-02-07T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,DYM,USDT,USDT,USDT,1,DYM,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,fb2620255c230d22b19ab7eef6cf520a27668621794c8c6deacad34bfe3efcc3,Current snapshot version generated locally without network access.
EIGENUSDT-SNAPSHOT-e5c13090b9ac,EIGENUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2024-10-02T12:00:00Z,9999-12-31T00:00:00Z,LINEAR,EIGEN,USDT,USDT,USDT,1,EIGEN,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,e5c13090b9ac48d4d115437987ef47beedcbb8b82d9ff0a25242b73d35976f22,Current snapshot version generated locally without network access.
EIGENUSDTK24-SNAPSHOT-2f6d58233d66,EIGENUSDTK24,BITMEX_INSTRUMENT_SNAPSHOT,2024-04-30T09:00:00Z,9999-12-31T00:00:00Z,LINEAR,EIGEN,USDT,USDT,USDT,1,EIGEN,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,2f6d58233d66544f5ae8bef0a3dce2d4d48fbb8421f1cfc1b958defd07d9a4a4,Current snapshot version generated locally without network access.
ENAUSDT-SNAPSHOT-902ee9435340,ENAUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2024-04-02T12:00:00Z,9999-12-31T00:00:00Z,LINEAR,ENA,USDT,USDT,USDT,1,ENA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,902ee9435340f08c3ca9a8c7663c5fc34e42ff5ba47e4e3ece38a26577afd6cf,Current snapshot version generated locally without network access.
ENAUSDTJ24-SNAPSHOT-0f595b4ff220,ENAUSDTJ24,BITMEX_INSTRUMENT_SNAPSHOT,2024-03-21T09:00:00Z,9999-12-31T00:00:00Z,LINEAR,ENA,USDT,USDT,USDT,1,ENA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,0f595b4ff22086241337f8170235c3b8c475c933bb462f3e67df0e73aadea439,Current snapshot version generated locally without network access.
EOSH19-SNAPSHOT-3521e76cc2cd,EOSH19,BITMEX_INSTRUMENT_SNAPSHOT,2018-12-17T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,3521e76cc2cd232ede616136546157057f2bbc2a8c8d27cc3484222619e2477f,Current snapshot version generated locally without network access.
EOSH20-SNAPSHOT-c31aeee3fd47,EOSH20,BITMEX_INSTRUMENT_SNAPSHOT,2019-12-13T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,c31aeee3fd4722f2903c798b04496b728c8af0ac479803e575ed06ea08bc1e83,Current snapshot version generated locally without network access.
EOSH21-SNAPSHOT-14c1894354d0,EOSH21,BITMEX_INSTRUMENT_SNAPSHOT,2020-12-11T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,14c1894354d07a5011112b4f3fcdb4015d27cd5d18d9cc33fc1f71709ddd2137,Current snapshot version generated locally without network access.
EOSM18-SNAPSHOT-35625ed95a3c,EOSM18,BITMEX_INSTRUMENT_SNAPSHOT,2018-06-07T06:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,35625ed95a3cabeb33b5928c9a86c525d690fbc29f1e4bddf4bf23121af6f619,Current snapshot version generated locally without network access.
EOSM19-SNAPSHOT-fbc991a74f1f,EOSM19,BITMEX_INSTRUMENT_SNAPSHOT,2019-03-15T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,fbc991a74f1f907917ac289335bb6f712c43e72929ce9172c0211b01299f341b,Current snapshot version generated locally without network access.
EOSM20-SNAPSHOT-260fae3f1063,EOSM20,BITMEX_INSTRUMENT_SNAPSHOT,2020-03-13T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,260fae3f1063b0c16ec1725cd8b397222037770ff3dd197aa7df02576b3d35e1,Current snapshot version generated locally without network access.
EOSM21-SNAPSHOT-5f51e7e708e0,EOSM21,BITMEX_INSTRUMENT_SNAPSHOT,2021-03-12T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,5f51e7e708e01f242ca93b8455635ae9cb4be9ff52ea3041244fe37a2067a174,Current snapshot version generated locally without network access.
EOSN17-SNAPSHOT-5efe087416e4,EOSN17,BITMEX_INSTRUMENT_SNAPSHOT,2017-06-23T06:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,5efe087416e4704a6cae2231fd79911f2b801a07ebd3363a2ac8aaecd2b1592e,Current snapshot version generated locally without network access.
EOSU18-SNAPSHOT-5bc9173b7707,EOSU18,BITMEX_INSTRUMENT_SNAPSHOT,2018-06-19T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,5bc9173b770774fafe09a40663570b599041f649f92f4ad321e363354ef0ac6f,Current snapshot version generated locally without network access.
EOSU19-SNAPSHOT-29ccccec37e2,EOSU19,BITMEX_INSTRUMENT_SNAPSHOT,2019-06-14T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,29ccccec37e26451259b9c95ccd76081010fb14f8ea160c90c91c999aa7bb149,Current snapshot version generated locally without network access.
EOSU20-SNAPSHOT-099be6a831f2,EOSU20,BITMEX_INSTRUMENT_SNAPSHOT,2020-06-12T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,099be6a831f2971f40ad27deda22fb4c2f413dea516df75b76a8705081c96b54,Current snapshot version generated locally without network access.
EOSU21-SNAPSHOT-7fa052e32897,EOSU21,BITMEX_INSTRUMENT_SNAPSHOT,2021-06-16T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,7fa052e32897c2811f064a4ece7def3fcba0b130b90f6d4116ab54456e638cf8,Current snapshot version generated locally without network access.
EOSUSD-SNAPSHOT-e47ef37681dc,EOSUSD,BITMEX_INSTRUMENT_SNAPSHOT,2021-10-20T04:00:00Z,9999-12-31T00:00:00Z,QUANTO,EOS,USD,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,e47ef37681dcc74ce7662755e21b05235cd488d32a7a82df59ca4e7703c84f6b,Current snapshot version generated locally without network access.
EOSUSDT-SNAPSHOT-8888dd451a85,EOSUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2022-02-23T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,USDT,USDT,USDT,0.001,EOS,1000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,8888dd451a85308ca139df397a11a75ea08d20d3abd0f1b970774ba7b9cb311b,Current snapshot version generated locally without network access.
EOSUSDTH21-SNAPSHOT-2f448eb3e289,EOSUSDTH21,BITMEX_INSTRUMENT_SNAPSHOT,2020-12-11T08:00:00Z,9999-12-31T00:00:00Z,QUANTO,EOS,USDT,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,2f448eb3e289edf4cd29ea9ae2d09b8eed4cc286923c9c63592c5667619877f5,Current snapshot version generated locally without network access.
EOSUSDTZ20-SNAPSHOT-1c7b4628e5bb,EOSUSDTZ20,BITMEX_INSTRUMENT_SNAPSHOT,2020-09-11T08:00:00Z,9999-12-31T00:00:00Z,QUANTO,EOS,USDT,XBT,XBT,0.0001,XBT,10000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""multiplier / 100000000 XBt per the frozen BitMEX instrument snapshot"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,1c7b4628e5bb8b438bfadeb2a566ade6c3536030133c9c5fcb7bdeb5407646e6,Current snapshot version generated locally without network access.
EOSZ18-SNAPSHOT-b3c7e6246d50,EOSZ18,BITMEX_INSTRUMENT_SNAPSHOT,2018-09-21T02:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,b3c7e6246d50c200f6e6999eea665653b7f094e2a53962a6ee77d00357441d47,Current snapshot version generated locally without network access.
EOSZ19-SNAPSHOT-0e166210145d,EOSZ19,BITMEX_INSTRUMENT_SNAPSHOT,2019-09-13T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,0e166210145dce4111a0b6015921e24c40f27c3cb6668ef519c281f06553520f,Current snapshot version generated locally without network access.
EOSZ20-SNAPSHOT-199a461c89a4,EOSZ20,BITMEX_INSTRUMENT_SNAPSHOT,2020-09-11T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,1,EOS,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,199a461c89a48c25f8927d1d74dcd9ac27e9831bd4b3236c98a4c565c927d02e,Current snapshot version generated locally without network access.
EOSZ21-SNAPSHOT-b54ea0212369,EOSZ21,BITMEX_INSTRUMENT_SNAPSHOT,2021-09-15T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,EOS,XBT,XBT,XBT,0.00000001,EOS,1,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,b54ea021236977c248151b8caa9dc51b6044fef26e314c73cff08132bf0c9f2a,Current snapshot version generated locally without network access.
ETC24H-SNAPSHOT-9af287bacecd,ETC24H,BITMEX_INSTRUMENT_SNAPSHOT,2016-07-28T12:00:00Z,9999-12-31T00:00:00Z,LINEAR,ETC,XBT,XBT,XBT,1,ETC,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,9af287bacecdabcd5fde705bd07df70109c04feddc4151fba041ae863d9fc703,Current snapshot version generated locally without network access.
ETC7D-SNAPSHOT-74ea4359d601,ETC7D,BITMEX_INSTRUMENT_SNAPSHOT,2018-03-23T12:00:00Z,9999-12-31T00:00:00Z,LINEAR,ETC,XBT,XBT,XBT,1,ETC,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,74ea4359d60175c39ec3485a3afa692ac0a3a7114a5f10603059799b02854ad1,Current snapshot version generated locally without network access.
ETH7D-SNAPSHOT-b2b4c3dc1bb2,ETH7D,BITMEX_INSTRUMENT_SNAPSHOT,2017-03-17T12:00:00Z,9999-12-31T00:00:00Z,LINEAR,ETH,XBT,XBT,XBT,1,ETH,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,b2b4c3dc1bb22e3f0787130ac1285513df0ab0322bcc2427f620eb89324d2ead,Current snapshot version generated locally without network access.
ETHFIUSDTH24-SNAPSHOT-64a04ad810fa,ETHFIUSDTH24,BITMEX_INSTRUMENT_SNAPSHOT,2024-03-14T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ETHFI,USDT,USDT,USDT,1,ETHFI,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,64a04ad810fa650371ea9eb4220bd042f5ac44d738cf5d78a107d9b1b0830dc0,Current snapshot version generated locally without network access.
ETHH18-SNAPSHOT-6a8c2c016a92,ETHH18,BITMEX_INSTRUMENT_SNAPSHOT,2017-12-15T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ETH,XBT,XBT,XBT,1,ETH,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,6a8c2c016a925c343ca4076dc91ea0f634948e0e28071040a3b6855c1c8f70ff,Current snapshot version generated locally without network access.
